ID,Timestamp,Titulo,Preco,Estado
MLB1093691512,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2300.0,Sao Paulo
MLB1093691726,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2300.0,Sao Paulo
MLB1093692938,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2400.0,Sao Paulo
MLB1093693004,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2400.0,Sao Paulo
MLB1093693062,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2400.0,Sao Paulo
MLB1093693655,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2300.0,Sao Paulo
MLB1093693755,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2300.0,Sao Paulo
MLB1094411787,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1094414357,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1094414734,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1094418428,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1095619577,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1095619753,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1096295256,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1096301836,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1096301923,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1097656014,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1097658999,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1097659269,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1097661178,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1099507917,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1099507993,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1099508087,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1099508120,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1099508201,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1099511642,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1099513492,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1099513583,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1099513681,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1100025734,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1100946421,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1103749509,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1103749703,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1103753708,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1103757386,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1103757511,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1103757680,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1106596856,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2199.0,Sao Paulo
MLB1093232853,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2300.0,Sao Paulo
MLB1093237039,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2300.0,Sao Paulo
MLB1093237345,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2400.0,Sao Paulo
MLB1094414498,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1095619394,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1095621952,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1095622124,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1093219236,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2300.0,Sao Paulo
MLB1093226449,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2400.0,Sao Paulo
MLB1093223081,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2400.0,Sao Paulo
MLB1093226111,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2300.0,Sao Paulo
MLB1093222650,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2300.0,Sao Paulo
MLB1093226206,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2300.0,Sao Paulo
MLB1093226675,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2400.0,Sao Paulo
MLB1094419049,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1094419179,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1093226558,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2400.0,Sao Paulo
MLB1094420768,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1118619409,2018-10-23,Console Playstation 4 Slim De 1tb Sony Bivolt + 3 Jogos,1999.49,Sao Paulo
MLB1103362885,2018-10-23,Ps4 Slim Sony 1tb 3 Jogos Playstation 4 Gow Gt Uncharted 4,2024.9,Sao Paulo
MLB1109644619,2018-10-23,Playstation 4 Slim 1tb Play 4 Sony 1000gb Original Bivolt,1825.9,Sao Paulo
MLB1122051193,2018-10-23,Ps4 Slim Playstation 1tb Days Of Play Limited + Nota Fiscal,1988.0,Sao Paulo
MLB1070622537,2018-10-23,Ps4 Slim 1tb Hits Bundle + 3 Mes Psn Produto Oficial Lacrado,2029.0,Sao Paulo
MLB1112182579,2018-10-23,Ps4 Slim 1 Tb + Fifa 19 + Nota Fiscal + Garantia,1979.9,Sao Paulo
MLB1091442427,2018-10-23,Ps4 Play4 Slim 1tb + Jogo Fifa 18 + Nota Fiscal,1819.98,Sao Paulo
MLB1120117186,2018-10-23,Playstation Sony 4 Ps4 Play 4 Slim 1tb Hits Bundle 2115b,2899.99,Sao Paulo
MLB1109644623,2018-10-23,Playstation 4 Slim 1tb 2 Controles Play 4 Sony Original,2079.9,Sao Paulo
MLB1115250207,2018-10-23,Ps4 Slim 1tb Hits Bundle + 3 Mes Psn Produto Oficial Lacrado,2059.0,Sao Paulo
MLB1111915274,2018-10-23,Ps4 Slim Sony 1tb 3 Jogos Playstation 4 Gow Gt Uncharted 4,2045.58,Sao Paulo
MLB1076996336,2018-10-23,Console Playstation 4 Slim De 1tb Hits 3 Jogos Cuh-2115b,2039.49,Sao Paulo
MLB1077504210,2018-10-23,Console Playstation 4 Slim De 1tb Hits Com 3 Jogos,2068.49,Sao Paulo
MLB1109857665,2018-10-23,Game Playstation Sony 4 Ps4 Play 4 Slim 1tb Hits Bundle 2115,1939.9,Sao Paulo
MLB1099062280,2018-10-23,Ps4 Playstation 4 Slim 1tb 3 Jogos+psn 3 Meses Em Campinassp,1850.0,Sao Paulo
MLB1083398346,2018-10-23,Console Playstation 4 Ps4 Slim 1tb + 3 Jogos +3 Mes Psn + Nf,2369.0,Sao Paulo
MLB1109636319,2018-10-23,Playstation 4 Slim 1tb Play 4 Sony 1000gb Original Bivolt,1825.9,Sao Paulo
MLB1087174742,2018-10-23,Playstation 4 Slim 1tb Desbloqueado /destravado 5.05 + Jogos,2200.0,Sao Paulo
MLB1101074780,2018-10-23,Ps4 Slim 1tb Barato + 1 Ano Total De Garantia Promoção,1950.0,Sao Paulo
MLB1109643597,2018-10-23,Playstation 4 Slim 1tb Play 4 Sony 1000gb Original Bivolt,1825.9,Sao Paulo
MLB1110652727,2018-10-23,Console Playstation 4 Slim De 1tb Sony Cuh-2116b Bivolt - Je,1986.0,Sao Paulo
MLB1118121745,2018-10-23,Console Playstation 4 Slim 1tb + Jogos,2299.0,Sao Paulo
MLB1099172388,2018-10-23,Video Game Play 4 Slim De 1tb Sony Cuh-2115b + 3 Jogos,2189.0,Sao Paulo
MLB1085648096,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2199.0,Sao Paulo
MLB1100930506,2018-10-23,Ps4 Playstation 4 Slim 1tb 3 Jogos+psn 3 Meses Em Campinassp,2106.0,Sao Paulo
MLB1102692329,2018-10-23,Ps4 Slim Sony 1tb 3 Jogos Bundle Playstation 4 Novo,2109.67,Sao Paulo
MLB1109639853,2018-10-23,Playstation 4 Slim 1tb 2 Controles Play 4 Sony Original,2079.9,Sao Paulo
MLB1109582866,2018-10-23,Ps4 Playstation 1tb Modelo Americano - Original,1649.0,Sao Paulo
MLB1107599456,2018-10-23,Playstation 4 Slim 1tb Modelo 2115,1649.0,Sao Paulo
MLB1092162234,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2300.0,Sao Paulo
MLB1096295168,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1100943326,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1100944983,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1093697133,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2200.0,Sao Paulo
MLB1100018866,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1102545632,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1085602272,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2199.0,Sao Paulo
MLB1086174436,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2299.0,Sao Paulo
MLB1091591112,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2199.0,Sao Paulo
MLB1092161421,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2199.0,Sao Paulo
MLB1093129147,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2199.0,Sao Paulo
MLB1093220255,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2199.0,Sao Paulo
MLB1093227806,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2199.0,Sao Paulo
MLB1093227891,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2199.0,Sao Paulo
MLB1093229043,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2200.0,Sao Paulo
MLB1093692059,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2200.0,Sao Paulo
MLB1093692111,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2200.0,Sao Paulo
MLB1093694225,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2200.0,Sao Paulo
MLB1093697177,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2200.0,Sao Paulo
MLB1094417583,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1094418068,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1094418184,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1095624488,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1095626290,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1095629247,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1095632913,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1095633038,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1096292586,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1096294624,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1096298689,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1096299334,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1096299361,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1096300898,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1096300995,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1097652382,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1097654802,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1097654928,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1097655762,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1097655800,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1097657859,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1097657880,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1097657907,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1097658721,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1097660677,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1098359881,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1098359942,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1098360028,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1098360172,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1098360266,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1098360335,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1098363173,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1098363513,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1098960472,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1098960506,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1098965242,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1098965394,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1098965442,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1099507883,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1099511131,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1099511225,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1100019049,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1100019288,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1100019380,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1100023660,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1100023884,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1100025084,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1100025296,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1100025441,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1100043367,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1100045221,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1100942029,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1100942868,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2350.0,Sao Paulo
MLB1100943241,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1100943423,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1100946572,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1100947056,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1102549158,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1103753375,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1066299893,2018-10-23,Playstation 4 Slim 1tb Bundle (god Of War  Uncharted 4,2599.0,Sao Paulo
MLB1092158585,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2300.0,Sao Paulo
MLB1092158926,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2300.0,Sao Paulo
MLB1093223716,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2199.0,Sao Paulo
MLB1093224292,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2200.0,Sao Paulo
MLB1093224375,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2200.0,Sao Paulo
MLB1093227651,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2199.0,Sao Paulo
MLB1093228265,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2200.0,Sao Paulo
MLB1093228537,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2200.0,Sao Paulo
MLB1094410543,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1094413858,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1094417414,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1094417486,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1094417677,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1094417834,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1095625861,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1095626045,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1095626153,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1095629402,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1095629716,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1105414603,2018-10-23,Ps4 Playstation 4 Slim 1tb+ 2 Controles Novo Em Campinassp,1780.0,Sao Paulo
MLB1102283096,2018-10-23,Ps4 Slim 1 Tb + 2 Controles + 5 Jogos,2250.0,Sao Paulo
MLB1110926653,2018-10-23,Ps4 Slim 1 Tb 3 Jogos 3 Meses Psn,1950.0,Sao Paulo
MLB1101807654,2018-10-23,Ps4 Slim 1tb Novo Com 3 Jogos E 3 Meses Grátis De Ps Plus,2170.0,Sao Paulo
MLB1102058902,2018-10-23,Ps4 Slim 1tb Novo,1990.0,Sao Paulo
MLB1095246291,2018-10-23,Ps4 Slim 1tb Mais 3 Jogos,1955.99,Sao Paulo
MLB1114182746,2018-10-23,Ps4 Slim 1tb Playstation 4 Limited Edition Sony,1999.0,Sao Paulo
MLB1115297997,2018-10-23,Ps4 Slim Ps4 1tb + 2 Controles Pronta Entrega Novo Na Caixa,1960.9,Sao Paulo
MLB1115291274,2018-10-23,Ps4 Slim Ps4 1tb Pronta Entrega Bivolt Novo Na Caixa,1730.9,Sao Paulo
MLB1102107816,2018-10-23,Playstation 4 Slim Cuh 2115b 1tb Hdr + 3 Jogos,2000.0,Sao Paulo
MLB1101813174,2018-10-23,Ps4 Slim 1tb Com 4 Jogos Em Mídia Física  3 Na Caixa +pes 19,2300.0,Sao Paulo
MLB1119938481,2018-10-23,Ps4 Slim 1tb Playstation 4 Original Pronta Entrega!,1650.0,Sao Paulo
MLB1114699920,2018-10-23,Ps4 Slim Sony 1tb 3 Jogos Bundle Playstation 4 Novo,2299.0,Sao Paulo
MLB1095245935,2018-10-23,Ps4 Slim 1tb Mais 3 Jogos,1999.99,Sao Paulo
MLB1106416140,2018-10-23,Ps4 1tb Playstation 4 Slim-novo (lacrado)- São Paulo,1863.9,Sao Paulo
MLB1105967562,2018-10-23,Ps4 Slim 1 Tb Novo Lacrado 1 Ano De Garantia,1999.0,Sao Paulo
MLB1114655327,2018-10-23,Ps4 Playstation 4 Slim 1tb Novo Em Campinas Sp Promoção,1780.0,Sao Paulo
MLB1106309854,2018-10-23,Ps4 Slim Sony 1tb 3 Jogos Bundle Playstation 4 Novo,1999.9,Sao Paulo
MLB1114650762,2018-10-23,Ps4 Playstation 4 Slim 1tb+ 2 Controles Novo Em Campinassp,2025.0,Sao Paulo
MLB1095246477,2018-10-23,Ps4 Slim 1tb Mais 3 Jogos,2019.99,Sao Paulo
MLB1106303369,2018-10-23,Ps4 Slim Playstation 4 Sony 1tb 3 Jogos Bundle+ Psn 3 Meses,2290.0,Sao Paulo
MLB1095237955,2018-10-23,Ps4 Slim 1tb Mais 3 Jogos,2055.0,Sao Paulo
MLB1095242307,2018-10-23,Ps4 Slim 1tb Mais 3 Jogos,2029.99,Sao Paulo
MLB1102110419,2018-10-23,Playstation 4 Slim 1tb Sem Jogo,1800.0,Sao Paulo
MLB1110513168,2018-10-23,Ps4 Slim 1 Tb,1720.0,Sao Paulo
MLB1086748551,2018-10-23,Playstation 4 Slim-1tb+3jogos,2100.0,Sao Paulo
MLB1086752349,2018-10-23,Playstation 4 Slim-1tb+3jogos,2100.0,Sao Paulo
MLB1093216113,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2199.0,Sao Paulo
MLB1093217989,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2199.0,Sao Paulo
MLB1093218517,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2200.0,Sao Paulo
MLB1093218681,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2200.0,Sao Paulo
MLB1093224735,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2200.0,Sao Paulo
MLB1093526894,2018-10-23,Ps4 1tb Slim Mais 3 Jogos,2129.9,Sao Paulo
MLB1094421825,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1093216201,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2199.0,Sao Paulo
MLB1093216487,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2199.0,Sao Paulo
MLB1093218114,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2199.0,Sao Paulo
MLB1093224629,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2200.0,Sao Paulo
MLB1093523773,2018-10-23,Ps4 Slim 1 Tb Mais 3 Jogos,2188.0,Sao Paulo
MLB1094416424,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1094419811,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1094419911,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1094420004,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1094420144,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1094421021,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1094421616,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1094421985,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1095411331,2018-10-23,Ps4 Slim 1tb Mais 3 Jogos,2188.99,Sao Paulo
MLB1095439513,2018-10-23,Playstation 4 Slim-1tb+3jogos,2200.0,Sao Paulo
MLB1095876879,2018-10-23,Playstation 4 Slim-1tb+3jogos,2200.0,Sao Paulo
MLB1095881202,2018-10-23,Playstation 4 Slim-1tb+3jogos,2200.0,Sao Paulo
MLB1095886138,2018-10-23,Playstation 4 Slim-1tb+3jogos,2200.0,Sao Paulo
MLB1095889237,2018-10-23,Playstation 4 Slim-1tb+3jogos,2200.0,Sao Paulo
MLB1115989776,2018-10-23,Playstation 4 Slim 1tb + 3 Jogos,2100.0,Sao Paulo
MLB952218656,2018-10-23,Ps4 Slim 1tb Bundle Edição Lim Call Of Duty Ww2 + 1 Controle,2180.0,Sao Paulo
MLB1093224841,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2200.0,Sao Paulo
MLB1094421184,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1095410282,2018-10-23,Playstation 4 Slim-1tb+3jogos,2199.0,Sao Paulo
MLB1095413815,2018-10-23,Playstation 4 Slim-1tb+3jogos,2250.0,Sao Paulo
MLB1095447259,2018-10-23,Playstation 4 Slim-1tb+3jogos,2200.0,Sao Paulo
MLB1095501317,2018-10-23,Playstation 4 Slim-1tb+3jogos,2200.0,Sao Paulo
MLB1095873739,2018-10-23,Playstation 4 Slim-1tb+3jogos,2200.0,Sao Paulo
MLB1095875544,2018-10-23,Playstation 4 Slim-1tb+3jogos,2200.0,Sao Paulo
MLB1095876034,2018-10-23,Playstation 4 Slim-1tb+3jogos,2200.0,Sao Paulo
MLB1095878178,2018-10-23,Playstation 4 Slim-1tb+3jogos,2200.0,Sao Paulo
MLB1095879257,2018-10-23,Playstation 4 Slim-1tb+3jogos,2200.0,Sao Paulo
MLB1095879762,2018-10-23,Playstation 4 Slim-1tb+3jogos,2200.0,Sao Paulo
MLB1095882076,2018-10-23,Playstation 4 Slim-1tb+3jogos,2200.0,Sao Paulo
MLB1095882303,2018-10-23,Playstation 4 Slim-1tb+3jogos,2200.0,Sao Paulo
MLB1095882491,2018-10-23,Playstation 4 Slim-1tb+3jogos,2200.0,Sao Paulo
MLB1095884410,2018-10-23,Playstation 4 Slim-1tb+3jogos,2200.0,Sao Paulo
MLB1095884808,2018-10-23,Playstation 4 Slim-1tb+3jogos,2200.0,Sao Paulo
MLB1095887780,2018-10-23,Playstation 4 Slim-1tb+3jogos,2200.0,Sao Paulo
MLB1095891597,2018-10-23,Playstation 4 Slim-1tb+3jogos,2200.0,Sao Paulo
MLB1095893463,2018-10-23,Playstation 4 Slim-1tb+3jogos,2200.0,Sao Paulo
MLB1098363267,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2150.0,Sao Paulo
MLB1098363357,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1100025645,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1102543429,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1102543506,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1102543640,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1102543727,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1103753251,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1103753313,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2250.0,Sao Paulo
MLB1106596942,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2199.0,Sao Paulo
MLB1106597026,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2399.0,Sao Paulo
MLB1106600638,2018-10-23,Ps4 Slim 1tb + 3 Jogos,2199.0,Sao Paulo
